item_code,item_name,dept_id,group_code,group_name,calc_type,calc_source,value_type,unit,sort_no,required,min_value,max_value,legacy_column,excel_ref,note,agg_type
iryou_oushin,往診,toutyoku,iryou,医療保険,input,,int,件,2520,0,0,100,s4,在宅②!Q,,sum
iryou_houeiyou,訪問栄養（医療）,toutyoku,iryou,医療保険,input,,int,件,2530,0,0,100,,在宅②!R,,sum
iryou_hourehab_jin,"訪問リハ（医療） 実人数",toutyoku,iryou,医療保険,input,,int,人,2540,0,0,100,,在宅②!S,,sum
iryou_hourehab_tani,"訪問リハ（医療） 単位数",toutyoku,iryou,医療保険,input,,int,単位,2550,0,0,500,,在宅②!T,,sum
iryou_houyaku,訪問薬剤（医療）,toutyoku,iryou,医療保険,input,,int,件,2560,0,0,100,,在宅②!U,,sum
iryou_shoukei,"医療保険 小計",toutyoku,iryou,医療保険,sum,"iryou_houkan,iryou_houshin,iryou_oushin,iryou_houeiyou,iryou_hourehab_jin,iryou_houyaku",int,件,2570,0,,,,在宅②!V,,sum
houkan_total,"訪問看護 計",toutyoku,iryou,医療保険,sum,"kaigo_houkan_over30,kaigo_houkan_under30,iryou_houkan",int,件,2580,0,,,s6,,病院日誌の訪問看護はこの合計,sum
houkai_total,"訪問介護 計",toutyoku,iryou,医療保険,sum,"kaigo_houkai_over30,kaigo_houkai_under30",int,件,2590,0,,,s7,,,sum
hourehab_total,"訪問リハ 計",toutyoku,iryou,医療保険,sum,"kaigo_hourehab,iryou_hourehab_jin",int,件,2600,0,,,s8,,,sum
houeiyou_total,"訪問栄養 計",toutyoku,iryou,医療保険,sum,"kaigo_houeiyou,iryou_houeiyou",int,件,2610,0,,,s9,,,sum
houyaku_total,"訪問薬剤 計",toutyoku,iryou,医療保険,sum,"kaigo_houyaku,iryou_houyaku",int,件,2620,0,,,s10,,,sum
touseki_nyuin,"透析件数 入院",touseki,touseki,透析,input,,int,件,2700,1,0,100,,在宅②!X,,sum
touseki_gairai,"透析件数 外来",touseki,touseki,透析,input,,int,件,2710,1,0,100,,在宅②!Y,,sum
touseki_total,透析実施数,touseki,touseki,透析,sum,"touseki_nyuin,touseki_gairai",int,件,2720,0,,,s14,在宅②!Z,,sum
touseki_touroku,透析登録人数,touseki,touseki,透析,input,,int,人,2730,1,0,100,s13,在宅②!AB,,last
touseki_shinki,"透析登録 新規",touseki,touseki,透析,input,,int,人,2740,0,0,50,,在宅②!AC,,sum
touseki_masshou,"透析登録 抹消",touseki,touseki,透析,input,,int,人,2750,0,0,50,,在宅②!AD,,sum
corona_hatsunetsu,発熱外来患者数,kansen,corona,コロナ対策,input,,int,名,2800,0,0,200,,⑧!C,,sum
corona_pcr_gairai_in,"外来PCR検査依頼数 院内",kansen,corona,コロナ対策,input,,int,件,2810,0,0,200,,⑧!D,,sum
corona_pcr_gairai_out,"外来PCR検査依頼数 院外",kansen,corona,コロナ対策,input,,int,件,2820,0,0,200,,⑧!E,,sum
corona_pcr_nyuin_in,"入院PCR検査依頼数 院内",kansen,corona,コロナ対策,input,,int,件,2830,0,0,200,,⑧!F,,sum
corona_pcr_nyuin_out,"入院PCR検査依頼数 院外",kansen,corona,コロナ対策,input,,int,件,2840,0,0,200,,⑧!G,,sum
corona_kougen_gairai,"抗原検査依頼数 外来",kansen,corona,コロナ対策,input,,int,件,2850,0,0,200,,⑧!H,,sum
corona_kougen_nyuin,"抗原検査依頼数 入院",kansen,corona,コロナ対策,input,,int,件,2860,0,0,200,,⑧!I,,sum
corona_yousei_new,新規陽性患者,kansen,corona,コロナ対策,input,,int,名,2870,0,0,100,,⑧!J,,sum
corona_giji_nyuin,疑似症入院数,kansen,corona,コロナ対策,input,,int,名,2880,0,0,100,,⑧!K,,sum
corona_yousei_nyuin,陽性者入院数,kansen,corona,コロナ対策,input,,int,名,2890,0,0,100,,⑧!L,,sum
corona_ecmo,ECMO使用者,kansen,corona,コロナ対策,input,,int,名,2900,0,0,20,,⑧!M,,sum
corona_ventilator,人工呼吸器使用者,kansen,corona,コロナ対策,input,,int,名,2910,0,0,20,,⑧!N,,sum
corona_yousei_shin_nyuin,陽性者新入院,kansen,corona,コロナ対策,input,,int,名,2920,0,0,50,,⑧!O,,sum
corona_taiin_keikai,"陽性者退院 軽快",kansen,corona,コロナ対策,input,,int,名,2930,0,0,50,,⑧!P,,sum
corona_taiin_tenin,"陽性者退院 転院",kansen,corona,コロナ対策,input,,int,名,2940,0,0,50,,⑧!Q,,sum
corona_taiin_shibou,"陽性者退院 死亡",kansen,corona,コロナ対策,input,,int,名,2950,0,0,50,,⑧!R,,sum
den_shiyou,"電気 使用量",shisetsu,netu,水道光熱費,input,,decimal,Kw,3000,1,0,,den1,,,sum
den_ryoukin,"電気 料金",shisetsu,netu,水道光熱費,input,,decimal,円,3010,1,0,,den2,,,sum
den_mokuhyou,"電気 当月目標額",shisetsu,netu,水道光熱費,input,,decimal,円,3020,0,0,,den3,,現行nissi.sqlに列が無いまま画面が参照していた項目,sum
gas_shiyou,"ガス 使用量",shisetsu,netu,水道光熱費,input,,decimal,m3,3030,1,0,,gas1,,,sum
gas_ryoukin,"ガス 料金",shisetsu,netu,水道光熱費,input,,decimal,円,3040,1,0,,gas2,,,sum
gas_mokuhyou,"ガス 当月目標額",shisetsu,netu,水道光熱費,input,,decimal,円,3050,0,0,,gas3,,同上,sum
sui_shiyou,"水道 使用量",shisetsu,netu,水道光熱費,input,,decimal,m3,3060,1,0,,sui1,,上水＋下水,sum
sui_ryoukin,"水道 料金",shisetsu,netu,水道光熱費,input,,decimal,円,3070,1,0,,sui2,,,sum
sui_mokuhyou,"水道 当月目標額",shisetsu,netu,水道光熱費,input,,decimal,円,3080,0,0,,sui3,,同上,sum
netu_ryoukin_total,"水道光熱費 1日合計",shisetsu,netu,水道光熱費,sum,"den_ryoukin,gas_ryoukin,sui_ryoukin",decimal,円,3090,0,,,,,,sum
tenkou,天候,jimu,jimu,"日誌 事務欄",input,,text,,3100,1,,,tenkou,,,sum
toutyoku_ishi1,"当直者 医師１",jimu,toutyoku_list,当直者・呼び出し,input,,text,,3110,1,,,t1,,,sum
toutyoku_ishi2,"当直者 医師２",jimu,toutyoku_list,当直者・呼び出し,input,,text,,3120,0,,,t2,,,sum
toutyoku_kango,"当直者 看護",jimu,toutyoku_list,当直者・呼び出し,input,,text,,3130,1,,,t3,,,sum
toutyoku_housha,"当直者 放射線",jimu,toutyoku_list,当直者・呼び出し,input,,text,,3140,0,,,t4,,,sum
toutyoku_jimu,"当直者 事務",jimu,toutyoku_list,当直者・呼び出し,input,,text,,3150,0,,,t5,,,sum
yobidashi_ishi,"呼び出し 医師",jimu,toutyoku_list,当直者・呼び出し,input,,text,,3160,0,,,y1,,,sum
yobidashi_ope,"呼び出し 手術室",jimu,toutyoku_list,当直者・呼び出し,input,,text,,3170,0,,,y2,,,sum
yobidashi_zaitaku,"呼び出し 在宅",jimu,toutyoku_list,当直者・呼び出し,input,,text,,3180,0,,,y3,,,sum
yobidashi_kensa,"呼び出し 検査",jimu,toutyoku_list,当直者・呼び出し,input,,text,,3190,0,,,y4,,,sum
yobidashi_housha,"呼び出し 放射線",jimu,toutyoku_list,当直者・呼び出し,input,,text,,3200,0,,,y5,,,sum
yobidashi_yakkyoku,"呼び出し 薬局",jimu,toutyoku_list,当直者・呼び出し,input,,text,,3210,0,,,y6,,,sum
kaigi_jikoku1,"会議 時刻（左）",jimu,kaigi,会議・行事・人事,input,,multiline,,3220,0,,,jikoku1,,,sum
kaigi_name1,会議・委員会名（左）,jimu,kaigi,会議・行事・人事,input,,multiline,,3230,0,,,kaigi1,,,sum
kaigi_jikoku2,"会議 時刻（右）",jimu,kaigi,会議・行事・人事,input,,multiline,,3240,0,,,jikoku2,,,sum
kaigi_name2,会議・委員会名（右）,jimu,kaigi,会議・行事・人事,input,,multiline,,3250,0,,,kaigi2,,,sum
gyoji,行事,jimu,kaigi,会議・行事・人事,input,,multiline,,3260,0,,,gyoji,,,sum
jinji,人事,jimu,kaigi,会議・行事・人事,input,,multiline,,3270,0,,,jinji,,,sum
byoto3_zaiin_avg,"3階 1日平均患者数",byoto,byoto_calc,"病棟 集計",func,nichi_avg:3,decimal,名,3300,0,,,,総括!N6,"延患者数 ÷ 実日数",sum
byoto4_zaiin_avg,"4階 1日平均患者数",byoto,byoto_calc,"病棟 集計",func,nichi_avg:4,decimal,名,3310,0,,,,総括!N8,,sum
byoto5_zaiin_avg,"5階 1日平均患者数",byoto,byoto_calc,"病棟 集計",func,nichi_avg:5,decimal,名,3320,0,,,,総括!N10,,sum
byoto_zaiin_avg_all,"合計 1日平均患者数",byoto,byoto_calc,"病棟 集計",func,nichi_avg:all,decimal,名,3330,0,,,,総括!N12,,sum
byoto3_avg_days,"3階 平均在院日数",byoto,byoto_calc,"病棟 集計",func,avg_days:3,decimal,日,3340,0,,,,"総括!O6 / H!K","延患者数合計 ÷ ((新入院＋転入＋退院＋転出)÷2)",sum
byoto4_avg_days,"4階 平均在院日数",byoto,byoto_calc,"病棟 集計",func,avg_days:4,decimal,日,3350,0,,,,"総括!O8 / H!U",,sum
byoto5_avg_days,"5階 平均在院日数",byoto,byoto_calc,"病棟 集計",func,avg_days:5,decimal,日,3360,0,,,,"総括!O10 / H!AE",,sum
byoto_avg_days_all,"合計 平均在院日数",byoto,byoto_calc,"病棟 集計",func,avg_days:all,decimal,日,3370,0,,,,"総括!O12 / H!AO",,sum
byoto3_kadou,"3階 病床稼働率",byoto,byoto_calc,"病棟 集計",func,kadou:3,decimal,%,3380,0,,,,総括!P6,"(延患者数＋退院)×100 ÷ (実日数×定床)",sum
byoto4_kadou,"4階 病床稼働率",byoto,byoto_calc,"病棟 集計",func,kadou:4,decimal,%,3390,0,,,,総括!P8,,sum
byoto5_kadou,"5階 病床稼働率",byoto,byoto_calc,"病棟 集計",func,kadou:5,decimal,%,3400,0,,,,総括!P10,,sum
byoto_kadou_all,"合計 病床稼働率",byoto,byoto_calc,"病棟 集計",func,kadou:all,decimal,%,3410,0,,,,総括!P12,,sum
byoto3_kaiten,"3階 病床回転率",byoto,byoto_calc,"病棟 集計",func,kaiten:3,decimal,%,3420,0,,,,"総括!Q6 / H!L","実日数 ÷ 平均在院日数 × 100",sum
byoto4_kaiten,"4階 病床回転率",byoto,byoto_calc,"病棟 集計",func,kaiten:4,decimal,%,3430,0,,,,"総括!Q8 / H!V",,sum
byoto5_kaiten,"5階 病床回転率",byoto,byoto_calc,"病棟 集計",func,kaiten:5,decimal,%,3440,0,,,,"総括!Q10 / H!AF",,sum
byoto_kaiten_all,"合計 病床回転率",byoto,byoto_calc,"病棟 集計",func,kaiten:all,decimal,%,3450,0,,,,"総括!Q12 / H!AP",,sum
byoto_genzai_check,現入院（前日繰越＋新入院−退院）,byoto,byoto_calc,"病棟 集計",func,genzai_balance,decimal,名,3460,0,,,,②!O,"検算用。byoto_zaiin_all と食い違う日は入力誤りの可能性がある",sum
qq_nyuinritsu,"救急搬入 入院率",kyukyu,qq,救急搬入,func,ratio:qq_nyuin/qq_kanja,decimal,%,3470,0,,,,救急搬入受入統計表!H,"入院数 ÷ 患者数 × 100",sum
qq_ukeireritsu,"救急搬入 受入率",kyukyu,qq,救急搬入,func,ratio:qq_kanja/qq_irai,decimal,%,3480,0,,,,救急搬入受入統計表!M,"患者数 ÷ 搬入依頼数 × 100",sum
shoukairitsu,紹介率,renkei,renkei,紹介・医療連携,func,shoukairitsu,decimal,%,3490,0,,,,"⑦!X / 総括!V12","(紹介患者数＋救急搬入患者数) ÷ (初診−外休深6歳未満) × 100",sum
